,Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
312,UCAD,126,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité chirurgie pédiatrique",Sciences de la Santé,Sciences Chirurgicales,Chirurgie Pédiatrique,
313,UCAD,127,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité chirurgie thoracique et cardio-vasculaire",Sciences de la Santé,Sciences Chirurgicales,Chirurgie thoracique et cardio-vasculaire,
314,UCAD,128,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,
315,UCAD,129,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité neurochirurgie",Sciences de la Santé,Sciences Chirurgicales,Neurochirurgie,
316,UCAD,120,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité ophtalmologie",Sciences de la Santé,Sciences Chirurgicales,Ophtalmologie,
317,UCAD,121,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité orthopédie-traumatologie",Sciences de la Santé,Sciences Chirurgicales,Orthopédie-Traumatologie,
318,UCAD,122,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité oto-rhino-laryngologie",Sciences de la Santé,Sciences Chirurgicales,Oto-Rhino-Laryngologie,
319,UCAD,123,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité urologie, option urologie-andrologie",Sciences de la Santé,Sciences Chirurgicales,Urologie,Urologie-Andrologie
320,UCAD,813,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité Endocrinologie-Métabolisme-Nutrition",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
321,UCAD,138,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité cardiologie",Sciences de la Santé,Sciences Médicales,Cardiologie,
322,UCAD,139,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité dermatologie-venerologie",Sciences de la Santé,Sciences Médicales,Dermatologie Venerologie,
323,UCAD,140,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité gériatrie gérontologie",Sciences de la Santé,Sciences Médicales,Gériatrie Gérontologie,
324,UCAD,141,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité hématologie clinique",Sciences de la Santé,Sciences Médicales,Hématologie clinique,
325,UCAD,142,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité hépato-gastroentérologie",Sciences de la Santé,Sciences Médicales,Hépato-gastroenterologie,
326,UCAD,143,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité maladies infectieuses",Sciences de la Santé,Sciences Médicales,Maladies infectieuses,
327,UCAD,144,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité médecine interne",Sciences de la Santé,Sciences Médicales,Médecine interne,
328,UCAD,145,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité médecine légale",Sciences de la Santé,Sciences Médicales,Médecine Légale,
329,UCAD,148,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité neurologie",Sciences de la Santé,Sciences Médicales,Neurologie,
330,UCAD,147,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité néphrologie",Sciences de la Santé,Sciences Médicales,Néphrologie,
331,UCAD,150,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité pneumophtisiologie",Sciences de la Santé,Sciences Médicales,Pneumophtisiologie,
332,UCAD,156,Diplôme d'Études,Continue,Hybride,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité psychiatrie",Sciences de la Santé,Sciences Médicales,Psychiatrie,
333,UCAD,149,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité pédiatrie",Sciences de la Santé,Sciences Médicales,Pédiatrie,
334,UCAD,151,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité radiologie et imagerie médicale",Sciences de la Santé,Sciences Médicales,Radiologie et Imagerie médicale,
335,UCAD,152,Diplôme d'Études,Continue,Hybride,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité radiologie et imagerie médicales,option radiothérapie",Sciences de la Santé,Sciences Médicales,Radiologie et Imagerie médicale,Radiothérapie
336,UCAD,153,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité rhumatologie",Sciences de la Santé,Sciences Médicales,Rhumatologie,
337,UCAD,154,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité santé au travail",Sciences de la Santé,Sciences Médicales,Santé au travail,
338,UCAD,155,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité santé publique",Sciences de la Santé,Sciences Médicales,Santé Publique,
339,UCAD,178,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences odontologiques, spécialité chirurgie buccale",Sciences de la Santé,Sciences Odontologiques,Chirurgie Buccale,
340,UCAD,179,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences odontologiques, spécialité parodontologie",Sciences de la Santé,Sciences Odontologiques,Parodontologie,
341,UCAD,103,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé, mention sciences biologiques, spécialité anatomie et cytologie pathologiques",Sciences de la Santé,Sciences Biologiques,Anatomie et Cytologie pathologiques,
342,UCAD,104,Diplôme d'Études,Continue,Hybride,Payante,"Diplôme d'études spécialisées en sciences de la santé, mention sciences biologiques, spécialité biologie clinique",Sciences de la Santé,Sciences Biologiques,Biologie Clinique,
343,UCAD,146,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé, mention sciences physico-chimiques, spécialité médecine nucléaire",Sciences de la Santé,Sciences Physico-chimiques,Médecine nucléaire,
344,UCAD,585,Doctorat,Initiale,Présentielle,Non Payante,"Diplôme de doctorat d'état en sciences de la santé, mention Médecine",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
345,UCAD,130,Autre,Continue,Présentielle,Payante,"Diplôme inter-universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Echographie
346,UCAD,102,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme universitaire en Activités Physiques, Sportives et Santé, spécialité métiers de la forme",Sciences de la Santé,"Activités Physiques, Sportives et Santé (APS et santé)",Fitness,
347,UCAD,106,Diplôme Universitaire,Continue,Présentielle,Payante,Diplôme universitaire en sciences de la santé mention sciences biologiques spécialité Biologie et médecine du sport,Sciences de la Santé,Sciences Biologiques,Biologie et médecine du sport,
348,UCAD,105,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences biologiques, spécialité antibiologie",Sciences de la Santé,Sciences Biologiques,Antibiologie,
349,UCAD,107,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences biologiques, spécialité parasitologie, option paludologie",Sciences de la Santé,Sciences Biologiques,Parasitologie,Paludologie
350,UCAD,108,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences biologiques, spécialité vaccinologie",Sciences de la Santé,Sciences Biologiques,Vaccinologie,
351,UCAD,131,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique Option Echographie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Echographie en Gynécologie-Obstétrique
352,UCAD,132,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option colposcopie et pathologies cervico-vaginales",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Colposcopie et Pathologies Cervico-Vaginales
353,UCAD,134,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option endoscopie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Endoscopie en Gynécologie
354,UCAD,167,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option périnatologie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Périnatologie
355,UCAD,133,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option sénologie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Sénologie
356,UCAD,135,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité ophtalmologie, option ophtalmologie pédiatrique",Sciences de la Santé,Sciences Chirurgicales,Ophtalmologie,Ophtalmologie Pédiatrique
357,UCAD,162,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité gériatrie-gérontologie,option gérontologie",Sciences de la Santé,Sciences Médicales,Gériatrie Gérontologie,
358,UCAD,157,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité médecine d'urgence",Sciences de la Santé,Sciences Médicales,Médecine d'urgence,
359,UCAD,163,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité neurologie, option neurophysiologie",Sciences de la Santé,Sciences Médicales,Neurologie,Neurophysiologie
360,UCAD,161,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité neurologie,option épileptologie",Sciences de la Santé,Sciences Médicales,Neurologie,Epileptologie
361,UCAD,160,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité psychiatrie, option addictologie",Sciences de la Santé,Sciences Médicales,Psychiatrie,Addictologie
362,UCAD,166,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité psychiatrie, option observation du bébé et ses applications cliniques",Sciences de la Santé,Sciences Médicales,Psychiatrie,Observation du bébé et ses applications cliniques
363,UCAD,164,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité psychiatrie, option psychotraumatologie",Sciences de la Santé,Sciences Médicales,Psychiatrie,Psychotraumatologie
364,UCAD,159,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité radiologie et médicale, option échographie et techniques ultrasoniques",Sciences de la Santé,Sciences Médicales,Radiologie et Imagerie médicale,Echographie et Techniques ultrasonores
365,UCAD,165,Diplôme Universitaire,Continue,Hybride,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité tabacologie",Sciences de la Santé,Sciences Médicales,Tabacologie,Tabacologie
366,UCAD,158,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité transfusion sanguine",Sciences de la Santé,Sciences Médicales,Hématologie,Transfusion sanguine
367,UCAD,180,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme universitaire en sciences de la santé mention sciences odontologiques, spécialité Odontologie conservatrice Option endodontie",Sciences de la Santé,Sciences Odontologiques,Odontotologie conservatrice,Endodontie
368,UCAD,168,Doctorat,Initiale,Présentielle,Non Payante,"Doctorat en population, développement et santé de la reproduction",Sciences de la Santé,Sciences Médicales,"Population, Développement et Santé de la Reproduction ",
369,UCAD,169,Doctorat,Initiale,Présentielle,Non Payante,"Doctorat en sciences de la santé mention sciences médicales, spécialité santé publique",Sciences de la Santé,Sciences Médicales,Santé Publique,
370,UCAD,78,Diplôme de Licence,Mixte,Présentielle,Mixte,"Licence en Sciences de l’Homme et de la Société, mention information et communication, spécialité journalisme",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Journalisme,
371,UCAD,79,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence en sciences de l'information et de la communication, spécialité  information documentaire, spécialité archivistique",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Archivistique
372,UCAD,80,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence en sciences de l'information et de la communication, spécialité  information documentaire, spécialité bibliothéconomie",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Bibliothéconomie
373,UCAD,81,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence en sciences de l'information et de la communication, spécialité  information documentaire, spécialité documentation",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Documentation
374,UCAD,109,Diplôme de Licence,Continue,Présentielle,Payante,"Licence en sciences de la santé, mention sciences biologiques, spécialité biologie analytique et expérimentale",Sciences de la Santé,Sciences Biologiques,Biologie analytique et experimentale,
375,UCAD,170,Diplôme de Licence,Continue,Présentielle,Payante,"Licence en sciences de la santé, mention sciences médicales, spécialité puériculture",Sciences de la Santé,Sciences Médicales,Puériculture,
376,UCAD,171,Diplôme de Licence,Continue,Présentielle,Payante,"Licence en sciences de la santé,mention sciences  médicales, spécialité gérontologie",Sciences de la Santé,Sciences Médicales,Gérontologie,
377,UCAD,591,Diplôme de Licence,Continue,Présentielle,Payante,"Licence sciences de la santé, mention Sciences Médicales, mention sciences odontologiques,spécilité Prothèse dentaire",Sciences de la Santé,Sciences Odontologiques,Prothèse Dentaire,Prothèse adjointe-Prothèse fixée-Prothèse maxilo-faciale
378,UCAD,190,Diplôme de Licence,Continue,Présentielle,Payante,"Licence sciences de la santé, mention sciences pharmacetiques, spécialité herboristerie médicinale",Sciences de la Santé,Sciences pharmaceutiques,herboristerie médicinale,
379,UCAD,189,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence sciences de la santé, mention sciences pharmaceutiques, spécialité pharmaceutiques et biochimiques, option Physico-chimie des médicaments, de la cosmétologie et de l’agroalimentaire.",Sciences de la Santé,Sciences pharmaceutiques,Pharmaceutiques et Physico-chimiques,"Physico-chimie des médicaments, de la cosmétologie et de l’agroalimentaire."
380,UCAD,82,Diplôme de Master,Mixte,Présentielle,Mixte,"Master en information et communication, spécialité communication",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Communication,
381,UCAD,175,Diplôme de Master,Non déterminée,Présentielle,Mixte,"Master en population, développement et santé de la reproduction",Sciences de la Santé,Sciences Médicales,"Population, Développement et Santé de la Reproduction ",
382,UCAD,84,Diplôme de Master,Mixte,Hybride,Mixte,"Master en sciences de l'information et de la communication, spécialité sciences de l'information documentaire, option technologies de l'information",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Technologies de l'information
383,UCAD,85,Diplôme de Master,Mixte,Hybride,Mixte,"Master en sciences de l'information et de la communication, spécialité sciences de l'information documentaire, option valorisation du patrimoine documentaire",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Valorisation du patrimoine documentaire
384,UCAD,83,Diplôme de Master,Mixte,Hybride,Mixte,"Master en sciences de l'information et de la communication, spécialités sciences de l'information documentaire, option ingénierie documentaire",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Ingénierie documentaire
385,UCAD,853,Diplôme de Master,Initiale,Non déterminée,Non déterminée,"Master en sciences de la santé mention sciences biologiques, spécialité Génétique humaine",Sciences de la Santé,Sciences Biologiques,Génétique,
386,UCAD,110,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité anthropologie biologique",Sciences de la Santé,Sciences Biologiques,Anthropologie Biologique,
387,UCAD,111,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité biochimie et biologie moléculaire, option biologie et génie génétique",Sciences de la Santé,Sciences Biologiques,Biochimie et biologie moléculaire,Biochmie et génie génétique
388,UCAD,113,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité biophysique et imagerie",Sciences de la Santé,Sciences Biologiques,Biophysique et imagerie,
389,UCAD,115,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité histologie, embryologie, cytogénétique",Sciences de la Santé,Sciences Biologiques,"Histologie, Embryologie et Cytogénétique",
390,UCAD,114,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité hématologie",Sciences de la Santé,Sciences Biologiques,Hématologie,
391,UCAD,172,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité immunologie et infectiologies, option maladies autoimmunes et systèmiques",Sciences de la Santé,Sciences Biologiques,Maladies autoimmunes et systémiques,Maladies autoimmunes et systémiques
392,UCAD,116,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité immunologie et infection",Sciences de la Santé,Sciences Biologiques,Immunologie et Infectiologie,
393,UCAD,117,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité microbiologie, option bactériologie, virologie",Sciences de la Santé,Sciences Biologiques,Microbiologie,Bacteriologie-virologie
394,UCAD,112,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité parasitologie",Sciences de la Santé,Sciences Biologiques,Parasitologie,
395,UCAD,118,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité physiologie, option physiologie humaine",Sciences de la Santé,Sciences Biologiques,Physiologie,Physiologie humaine
396,UCAD,136,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences chirurgicales spécialité, anatomie et organogénèse",Sciences de la Santé,Sciences Chirurgicales,Anatomie et Organogenèse,
397,UCAD,173,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences médicales, spécialité santé au travail",Sciences de la Santé,Sciences Médicales,Santé au travail,
398,UCAD,177,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences médicales, spécialité santé de l'enfant",Sciences de la Santé,Sciences Médicales,Santé de l'enfant,
399,UCAD,174,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences médicales, spécialité santé publique",Sciences de la Santé,Sciences Médicales,Santé Publique,
400,UCAD,181,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité chirurgie buccale",Sciences de la Santé,Sciences Odontologiques,Chirurgie Buccale,
401,UCAD,182,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité odontologie conservative",Sciences de la Santé,Sciences Odontologiques,Odontologie conservatrice,
402,UCAD,183,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité odontologie légale",Sciences de la Santé,Sciences Odontologiques,Odontologie Légale,
403,UCAD,184,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité odontologie pédiatrique",Sciences de la Santé,Sciences Odontologiques,Odontologie Pédiatrique,
404,UCAD,185,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité parodontologie",Sciences de la Santé,Sciences Odontologiques,Parodontologie,
405,UCAD,187,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité santé publique dentaire",Sciences de la Santé,Sciences Odontologiques,Santé Publique Dentaire,
406,UCAD,192,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité développement industriel du médicament",Sciences de la Santé,Sciences pharmaceutiques,Développement industriel du Médicament,
407,UCAD,193,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité pharmacie hospitalière et des collectivités",Sciences de la Santé,Sciences pharmaceutiques,Pharmacie hospitalière et des Collectivités,
408,UCAD,194,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité pharmacognosie,option phytothérapie et cosmétologie",Sciences de la Santé,Sciences pharmaceutiques,Pharmacognosie,Phytothérapie et cosmétologie
409,UCAD,191,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité toxicologie",Sciences de la Santé,Sciences pharmaceutiques,Toxicologie,
410,UCAD,195,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences physico-chimiques, spécialité analyses physico-chimiques et management de la qualité des produits de santé et des aliments",Sciences de la Santé,Sciences Physico-chimiques,Analyses physicochimiques et Management de la qualité des produits de santé des aliments,
411,UCAD,137,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences de la santé, mention sciences et technologies de l'information et de la communication, spécialité télémédecine/e-santé, option télémédecine",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Télémédecine/e-Santé,Télémédecine
412,UCAD,176,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences de la santé, mention sciences médicales, spécialité recherche clinique",Sciences de la Santé,Sciences Médicales,Recherche clinique,
413,UCAD,186,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en sciences odontologiques, spécialité prothèse dentaire",Sciences de la Santé,Sciences Odontologiques,Prothèse Dentaire,
414,UCAD,493,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Arrêté portant création et organisation du master en Droits de l'Homme Action humanitaire, mines et énergies","Sciences juridiques, politiques et de l'administration",Droits de l'Homme,"Droits de l'Homme Action humanitaire, mines et énergies",
415,UCAD,494,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Arrêté portant création et organisation du master en droits de l'Homme, spécialité droits de l'Homme et paix","Sciences juridiques, politiques et de l'administration",Droits de l'Homme,Droits de l'Homme et Paix,
416,UCAD,508,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en Sciences juridiques, politiques et de l'administration, mention Sciences politiques et Relation internationales , spécialité Sciences Politiques","Sciences juridiques, politiques et de l'administration",Sciences politiques et Relation internationales,Sciences Politiques,
417,UCAD,496,Diplôme de Licence,Initiale,Distance,Non Payante,"Licence en Sciences juridiques, politiques et de l'administration, mention sciences juridiques option : Carrières judiciares","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières judiciares
418,UCAD,615,Diplôme de Licence,Initiale,Distance,Non Payante,"Licence en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit des affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit des affaires
419,UCAD,618,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnel en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit et l'administration des collectivités locales","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit et administration des collectivités locales(territoriales)
420,UCAD,617,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnel en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit immobilier","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit immobilier
421,UCAD,497,Diplôme de Licence,Mixte,Présentielle,Payante,"Licence professionnelle en  Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité carrières judiciaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Carriéres Judiciaires,
422,UCAD,498,Diplôme de Licence,Mixte,Présentielle,Payante,"Licence professionnelle en  Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit immobilier","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit immobilier
423,UCAD,616,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en Sciences juridiques, politiques et de l'Administration, mention sciences juridiques, spécialité droit privé, option carrières judiciaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières judiciares
424,UCAD,495,Diplôme de Licence,Mixte,Présentielle,Payante,"Licence professionnelle en sciences de l'administration, spécialité droit et administration, option collectivités locales","Sciences juridiques, politiques et de l'administration",Sciences de l'Administration,Droit et Administration,Droit et Administration Collectivités locales
425,UCAD,499,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en  Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit public, option environnement, santé et biosécurité","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Biosécurité et santé publique
426,UCAD,502,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences juridiques, politiques et de l'administration ,mention sciences juridiques,spécialité droit privé, option droit des activités maritimes","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit des Activités maritimes
427,UCAD,631,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration ,mention sciences juridiques; spécialité droit privé,option carrières affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières affaires
428,UCAD,629,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration ,mention sciences juridiques; spécialité droit privé,option carrières judiciaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières judiciares
429,UCAD,622,Diplôme de Licence,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit privé, option droit économique, option Contentieux des affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Contentieux des affaires
430,UCAD,501,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit privé, option droit économique, option droit notarial","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit notarial
431,UCAD,633,Diplôme de Master,Initiale,Distance,Payante,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit public","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,
