Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
UCAD,125,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité chirurgie générale, option chirurgie générale et viscérale",Sciences de la Santé,Sciences Chirurgicales,Chirurgie générale,Chirurgie générale et viscérale
UCAD,126,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité chirurgie pédiatrique",Sciences de la Santé,Sciences Chirurgicales,Chirurgie Pédiatrique,aucune
UCAD,127,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité chirurgie thoracique et cardio-vasculaire",Sciences de la Santé,Sciences Chirurgicales,Chirurgie thoracique et cardio-vasculaire,aucune
UCAD,128,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,aucune
UCAD,129,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité neurochirurgie",Sciences de la Santé,Sciences Chirurgicales,Neurochirurgie,aucune
UCAD,120,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité ophtalmologie",Sciences de la Santé,Sciences Chirurgicales,Ophtalmologie,aucune
UCAD,121,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité orthopédie-traumatologie",Sciences de la Santé,Sciences Chirurgicales,Orthopédie-Traumatologie,aucune
UCAD,122,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité oto-rhino-laryngologie",Sciences de la Santé,Sciences Chirurgicales,Oto-Rhino-Laryngologie,aucune
UCAD,123,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences chirurgicales, spécialité urologie, option urologie-andrologie",Sciences de la Santé,Sciences Chirurgicales,Urologie,Urologie-Andrologie
UCAD,813,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité Endocrinologie-Métabolisme-Nutrition",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,138,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité cardiologie",Sciences de la Santé,Sciences Médicales,Cardiologie,aucune
UCAD,139,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité dermatologie-venerologie",Sciences de la Santé,Sciences Médicales,Dermatologie Venerologie,aucune
UCAD,140,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité gériatrie gérontologie",Sciences de la Santé,Sciences Médicales,Gériatrie Gérontologie,aucune
UCAD,141,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité hématologie clinique",Sciences de la Santé,Sciences Médicales,Hématologie clinique,aucune
UCAD,142,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité hépato-gastroentérologie",Sciences de la Santé,Sciences Médicales,Hépato-gastroenterologie,aucune
UCAD,143,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité maladies infectieuses",Sciences de la Santé,Sciences Médicales,Maladies infectieuses,aucune
UCAD,144,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité médecine interne",Sciences de la Santé,Sciences Médicales,Médecine interne,aucune
UCAD,145,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité médecine légale",Sciences de la Santé,Sciences Médicales,Médecine Légale,aucune
UCAD,148,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité neurologie",Sciences de la Santé,Sciences Médicales,Neurologie,aucune
UCAD,147,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité néphrologie",Sciences de la Santé,Sciences Médicales,Néphrologie,aucune
UCAD,150,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité pneumophtisiologie",Sciences de la Santé,Sciences Médicales,Pneumophtisiologie,aucune
UCAD,156,Diplôme d'Études,Continue,Hybride,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité psychiatrie",Sciences de la Santé,Sciences Médicales,Psychiatrie,aucune
UCAD,149,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité pédiatrie",Sciences de la Santé,Sciences Médicales,Pédiatrie,aucune
UCAD,151,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité radiologie et imagerie médicale",Sciences de la Santé,Sciences Médicales,Radiologie et Imagerie médicale,aucune
UCAD,152,Diplôme d'Études,Continue,Hybride,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité radiologie et imagerie médicales,option radiothérapie",Sciences de la Santé,Sciences Médicales,Radiologie et Imagerie médicale,Radiothérapie
UCAD,153,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité rhumatologie",Sciences de la Santé,Sciences Médicales,Rhumatologie,aucune
UCAD,154,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité santé au travail",Sciences de la Santé,Sciences Médicales,Santé au travail,aucune
UCAD,155,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences médicales, spécialité santé publique",Sciences de la Santé,Sciences Médicales,Santé Publique,aucune
UCAD,178,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences odontologiques, spécialité chirurgie buccale",Sciences de la Santé,Sciences Odontologiques,Chirurgie Buccale,aucune
UCAD,179,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé mention sciences odontologiques, spécialité parodontologie",Sciences de la Santé,Sciences Odontologiques,Parodontologie,aucune
UCAD,103,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé, mention sciences biologiques, spécialité anatomie et cytologie pathologiques",Sciences de la Santé,Sciences Biologiques,Anatomie et Cytologie pathologiques,aucune
UCAD,104,Diplôme d'Études,Continue,Hybride,Payante,"Diplôme d'études spécialisées en sciences de la santé, mention sciences biologiques, spécialité biologie clinique",Sciences de la Santé,Sciences Biologiques,Biologie Clinique,aucune
UCAD,146,Diplôme d'Études,Continue,Présentielle,Payante,"Diplôme d'études spécialisées en sciences de la santé, mention sciences physico-chimiques, spécialité médecine nucléaire",Sciences de la Santé,Sciences Physico-chimiques,Médecine nucléaire,aucune
UCAD,585,Doctorat,Initiale,Présentielle,Non Payante,"Diplôme de doctorat d'état en sciences de la santé, mention Médecine",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,130,Autre,Continue,Présentielle,Payante,"Diplôme inter-universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Echographie
UCAD,102,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme universitaire en Activités Physiques, Sportives et Santé, spécialité métiers de la forme",Sciences de la Santé,"Activités Physiques, Sportives et Santé (APS et santé)",Fitness,aucune
UCAD,106,Diplôme Universitaire,Continue,Présentielle,Payante,Diplôme universitaire en sciences de la santé mention sciences biologiques spécialité Biologie et médecine du sport,Sciences de la Santé,Sciences Biologiques,Biologie et médecine du sport,aucune
UCAD,105,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences biologiques, spécialité antibiologie",Sciences de la Santé,Sciences Biologiques,Antibiologie,aucune
UCAD,107,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences biologiques, spécialité parasitologie, option paludologie",Sciences de la Santé,Sciences Biologiques,Parasitologie,Paludologie
UCAD,108,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences biologiques, spécialité vaccinologie",Sciences de la Santé,Sciences Biologiques,Vaccinologie,aucune
UCAD,131,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique Option Echographie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Echographie en Gynécologie-Obstétrique
UCAD,132,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option colposcopie et pathologies cervico-vaginales",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Colposcopie et Pathologies Cervico-Vaginales
UCAD,134,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option endoscopie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Endoscopie en Gynécologie
UCAD,167,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option périnatologie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Périnatologie
UCAD,133,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité gynécologie-obstétrique, option sénologie",Sciences de la Santé,Sciences Chirurgicales,Gynécologie-Obstétrique,Sénologie
UCAD,135,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences chirurgicales, spécialité ophtalmologie, option ophtalmologie pédiatrique",Sciences de la Santé,Sciences Chirurgicales,Ophtalmologie,Ophtalmologie Pédiatrique
UCAD,162,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité gériatrie-gérontologie,option gérontologie",Sciences de la Santé,Sciences Médicales,Gériatrie Gérontologie,aucune
UCAD,157,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité médecine d'urgence",Sciences de la Santé,Sciences Médicales,Médecine d'urgence,aucune
UCAD,163,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité neurologie, option neurophysiologie",Sciences de la Santé,Sciences Médicales,Neurologie,Neurophysiologie
UCAD,161,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité neurologie,option épileptologie",Sciences de la Santé,Sciences Médicales,Neurologie,Epileptologie
UCAD,160,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité psychiatrie, option addictologie",Sciences de la Santé,Sciences Médicales,Psychiatrie,Addictologie
UCAD,166,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité psychiatrie, option observation du bébé et ses applications cliniques",Sciences de la Santé,Sciences Médicales,Psychiatrie,Observation du bébé et ses applications cliniques
UCAD,164,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité psychiatrie, option psychotraumatologie",Sciences de la Santé,Sciences Médicales,Psychiatrie,Psychotraumatologie
UCAD,159,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité radiologie et médicale, option échographie et techniques ultrasoniques",Sciences de la Santé,Sciences Médicales,Radiologie et Imagerie médicale,Echographie et Techniques ultrasonores
UCAD,165,Diplôme Universitaire,Continue,Hybride,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité tabacologie",Sciences de la Santé,Sciences Médicales,Tabacologie,Tabacologie
UCAD,158,Diplôme Universitaire,Continue,Présentielle,Payante,"Diplôme universitaire en sciences de la santé mention sciences médicales, spécialité transfusion sanguine",Sciences de la Santé,Sciences Médicales,Hématologie,Transfusion sanguine
UCAD,180,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme universitaire en sciences de la santé mention sciences odontologiques, spécialité Odontologie conservatrice Option endodontie",Sciences de la Santé,Sciences Odontologiques,Odontotologie conservatrice,Endodontie
UCAD,168,Doctorat,Initiale,Présentielle,Non Payante,"Doctorat en population, développement et santé de la reproduction",Sciences de la Santé,Sciences Médicales,"Population, Développement et Santé de la Reproduction ",aucune
UCAD,169,Doctorat,Initiale,Présentielle,Non Payante,"Doctorat en sciences de la santé mention sciences médicales, spécialité santé publique",Sciences de la Santé,Sciences Médicales,Santé Publique,aucune
UCAD,78,Diplôme de Licence,Mixte,Présentielle,Mixte,"Licence en Sciences de l’Homme et de la Société, mention information et communication, spécialité journalisme",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Journalisme,aucune
UCAD,79,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence en sciences de l'information et de la communication, spécialité  information documentaire, spécialité archivistique",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Archivistique
UCAD,80,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence en sciences de l'information et de la communication, spécialité  information documentaire, spécialité bibliothéconomie",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Bibliothéconomie
UCAD,81,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence en sciences de l'information et de la communication, spécialité  information documentaire, spécialité documentation",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Documentation
UCAD,109,Diplôme de Licence,Continue,Présentielle,Payante,"Licence en sciences de la santé, mention sciences biologiques, spécialité biologie analytique et expérimentale",Sciences de la Santé,Sciences Biologiques,Biologie analytique et experimentale,aucune
UCAD,170,Diplôme de Licence,Continue,Présentielle,Payante,"Licence en sciences de la santé, mention sciences médicales, spécialité puériculture",Sciences de la Santé,Sciences Médicales,Puériculture,aucune
UCAD,171,Diplôme de Licence,Continue,Présentielle,Payante,"Licence en sciences de la santé,mention sciences  médicales, spécialité gérontologie",Sciences de la Santé,Sciences Médicales,Gérontologie,aucune
UCAD,591,Diplôme de Licence,Continue,Présentielle,Payante,"Licence sciences de la santé, mention Sciences Médicales, mention sciences odontologiques,spécilité Prothèse dentaire",Sciences de la Santé,Sciences Odontologiques,Prothèse Dentaire,Prothèse adjointe-Prothèse fixée-Prothèse maxilo-faciale
UCAD,190,Diplôme de Licence,Continue,Présentielle,Payante,"Licence sciences de la santé, mention sciences pharmacetiques, spécialité herboristerie médicinale",Sciences de la Santé,Sciences pharmaceutiques,herboristerie médicinale,aucune
UCAD,189,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence sciences de la santé, mention sciences pharmaceutiques, spécialité pharmaceutiques et biochimiques, option Physico-chimie des médicaments, de la cosmétologie et de l’agroalimentaire.",Sciences de la Santé,Sciences pharmaceutiques,Pharmaceutiques et Physico-chimiques,"Physico-chimie des médicaments, de la cosmétologie et de l’agroalimentaire."
UCAD,82,Diplôme de Master,Mixte,Présentielle,Mixte,"Master en information et communication, spécialité communication",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Communication,aucune
UCAD,175,Diplôme de Master,Non déterminée,Présentielle,Mixte,"Master en population, développement et santé de la reproduction",Sciences de la Santé,Sciences Médicales,"Population, Développement et Santé de la Reproduction ",aucune
UCAD,84,Diplôme de Master,Mixte,Hybride,Mixte,"Master en sciences de l'information et de la communication, spécialité sciences de l'information documentaire, option technologies de l'information",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Technologies de l'information
UCAD,85,Diplôme de Master,Mixte,Hybride,Mixte,"Master en sciences de l'information et de la communication, spécialité sciences de l'information documentaire, option valorisation du patrimoine documentaire",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Valorisation du patrimoine documentaire
UCAD,83,Diplôme de Master,Mixte,Hybride,Mixte,"Master en sciences de l'information et de la communication, spécialités sciences de l'information documentaire, option ingénierie documentaire",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Sciences de l'information documentaire,Ingénierie documentaire
UCAD,853,Diplôme de Master,Initiale,Non déterminée,Non déterminée,"Master en sciences de la santé mention sciences biologiques, spécialité Génétique humaine",Sciences de la Santé,Sciences Biologiques,Génétique,aucune
UCAD,110,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité anthropologie biologique",Sciences de la Santé,Sciences Biologiques,Anthropologie Biologique,aucune
UCAD,111,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité biochimie et biologie moléculaire, option biologie et génie génétique",Sciences de la Santé,Sciences Biologiques,Biochimie et biologie moléculaire,Biochmie et génie génétique
UCAD,113,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité biophysique et imagerie",Sciences de la Santé,Sciences Biologiques,Biophysique et imagerie,aucune
UCAD,115,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité histologie, embryologie, cytogénétique",Sciences de la Santé,Sciences Biologiques,"Histologie, Embryologie et Cytogénétique",aucune
UCAD,114,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité hématologie",Sciences de la Santé,Sciences Biologiques,Hématologie,aucune
UCAD,172,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité immunologie et infectiologies, option maladies autoimmunes et systèmiques",Sciences de la Santé,Sciences Biologiques,Maladies autoimmunes et systémiques,Maladies autoimmunes et systémiques
UCAD,116,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité immunologie et infection",Sciences de la Santé,Sciences Biologiques,Immunologie et Infectiologie,aucune
UCAD,117,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité microbiologie, option bactériologie, virologie",Sciences de la Santé,Sciences Biologiques,Microbiologie,Bacteriologie-virologie
UCAD,112,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité parasitologie",Sciences de la Santé,Sciences Biologiques,Parasitologie,aucune
UCAD,118,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences biologiques, spécialité physiologie, option physiologie humaine",Sciences de la Santé,Sciences Biologiques,Physiologie,Physiologie humaine
UCAD,136,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences chirurgicales spécialité, anatomie et organogénèse",Sciences de la Santé,Sciences Chirurgicales,Anatomie et Organogenèse,aucune
UCAD,173,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences médicales, spécialité santé au travail",Sciences de la Santé,Sciences Médicales,Santé au travail,aucune
UCAD,177,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences médicales, spécialité santé de l'enfant",Sciences de la Santé,Sciences Médicales,Santé de l'enfant,aucune
UCAD,174,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences médicales, spécialité santé publique",Sciences de la Santé,Sciences Médicales,Santé Publique,aucune
UCAD,181,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité chirurgie buccale",Sciences de la Santé,Sciences Odontologiques,Chirurgie Buccale,aucune
UCAD,182,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité odontologie conservative",Sciences de la Santé,Sciences Odontologiques,Odontologie conservatrice,aucune
UCAD,183,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité odontologie légale",Sciences de la Santé,Sciences Odontologiques,Odontologie Légale,aucune
UCAD,184,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité odontologie pédiatrique",Sciences de la Santé,Sciences Odontologiques,Odontologie Pédiatrique,aucune
UCAD,185,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité parodontologie",Sciences de la Santé,Sciences Odontologiques,Parodontologie,aucune
UCAD,187,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences odontologiques, spécialité santé publique dentaire",Sciences de la Santé,Sciences Odontologiques,Santé Publique Dentaire,aucune
UCAD,192,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité développement industriel du médicament",Sciences de la Santé,Sciences pharmaceutiques,Développement industriel du Médicament,aucune
UCAD,193,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité pharmacie hospitalière et des collectivités",Sciences de la Santé,Sciences pharmaceutiques,Pharmacie hospitalière et des Collectivités,aucune
UCAD,194,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité pharmacognosie,option phytothérapie et cosmétologie",Sciences de la Santé,Sciences pharmaceutiques,Pharmacognosie,Phytothérapie et cosmétologie
UCAD,191,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences pharmaceutiques, spécialité toxicologie",Sciences de la Santé,Sciences pharmaceutiques,Toxicologie,aucune
UCAD,195,Diplôme de Master,Continue,Présentielle,Payante,"Master en sciences de la santé mention sciences physico-chimiques, spécialité analyses physico-chimiques et management de la qualité des produits de santé et des aliments",Sciences de la Santé,Sciences Physico-chimiques,Analyses physicochimiques et Management de la qualité des produits de santé des aliments,aucune
UCAD,137,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences de la santé, mention sciences et technologies de l'information et de la communication, spécialité télémédecine/e-santé, option télémédecine",Sciences de la Santé,Sciences et Technologies de l'information et de la Communication,Télémédecine/e-Santé,Télémédecine
UCAD,176,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences de la santé, mention sciences médicales, spécialité recherche clinique",Sciences de la Santé,Sciences Médicales,Recherche clinique,aucune
UCAD,186,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en sciences odontologiques, spécialité prothèse dentaire",Sciences de la Santé,Sciences Odontologiques,Prothèse Dentaire,aucune
UCAD,493,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Arrêté portant création et organisation du master en Droits de l'Homme Action humanitaire, mines et énergies","Sciences juridiques, politiques et de l'administration",Droits de l'Homme,"Droits de l'Homme Action humanitaire, mines et énergies",aucune
UCAD,494,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Arrêté portant création et organisation du master en droits de l'Homme, spécialité droits de l'Homme et paix","Sciences juridiques, politiques et de l'administration",Droits de l'Homme,Droits de l'Homme et Paix,aucune
UCAD,508,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en Sciences juridiques, politiques et de l'administration, mention Sciences politiques et Relation internationales , spécialité Sciences Politiques","Sciences juridiques, politiques et de l'administration",Sciences politiques et Relation internationales,Sciences Politiques,aucune
UCAD,496,Diplôme de Licence,Initiale,Distance,Non Payante,"Licence en Sciences juridiques, politiques et de l'administration, mention sciences juridiques option : Carrières judiciares","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières judiciares
UCAD,615,Diplôme de Licence,Initiale,Distance,Non Payante,"Licence en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit des affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit des affaires
UCAD,618,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnel en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit et l'administration des collectivités locales","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit et administration des collectivités locales(territoriales)
UCAD,617,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnel en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit immobilier","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit immobilier
UCAD,497,Diplôme de Licence,Mixte,Présentielle,Payante,"Licence professionnelle en  Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité carrières judiciaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Carriéres Judiciaires,aucune
UCAD,498,Diplôme de Licence,Mixte,Présentielle,Payante,"Licence professionnelle en  Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option droit immobilier","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit immobilier
UCAD,616,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en Sciences juridiques, politiques et de l'Administration, mention sciences juridiques, spécialité droit privé, option carrières judiciaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières judiciares
UCAD,495,Diplôme de Licence,Mixte,Présentielle,Payante,"Licence professionnelle en sciences de l'administration, spécialité droit et administration, option collectivités locales","Sciences juridiques, politiques et de l'administration",Sciences de l'Administration,Droit et Administration,Droit et Administration Collectivités locales
UCAD,499,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en  Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit public, option environnement, santé et biosécurité","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Biosécurité et santé publique
UCAD,502,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences juridiques, politiques et de l'administration ,mention sciences juridiques,spécialité droit privé, option droit des activités maritimes","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit des Activités maritimes
UCAD,631,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration ,mention sciences juridiques; spécialité droit privé,option carrières affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières affaires
UCAD,629,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration ,mention sciences juridiques; spécialité droit privé,option carrières judiciaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Carrières judiciares
UCAD,622,Diplôme de Licence,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit privé, option droit économique, option Contentieux des affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Contentieux des affaires
UCAD,501,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences juridiques, spécialité droit privé, option droit économique, option droit notarial","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit notarial
